HP,EP,VN,GN
70.19561370778952,31.918562892795165,42.37053643204758,76.78228240807607
76.32390203895646,38.58714822391876,49.8495036495498,59.942751248971746
78.41666026114294,28.254750142459116,43.69393528079134,66.10608387458689
67.84974135846376,38.2718552758852,44.12644322579107,72.3870960705272
76.72854961458182,31.667638159096605,51.629834911678174,67.91702934668912
79.55272831171273,40.72707818939675,48.627484863816846,77.95622565356481
68.21030471758152,35.165046480647064,43.813281881066494,75.16013465380323
68.43996124183059,31.90801161319226,39.199291848827635,67.83326242670731
76.61505738205591,30.68851832244387,38.70658589363133,75.13251099252713
74.98176939109852,35.469778261380775,36.58641027294559,67.5307709815716
76.85829996223485,32.49741892096292,41.39114989159929,71.31863806352145
87.79960046578518,34.949856102000055,45.57590147212433,69.89826885364182
64.03302545195031,34.60500164710334,42.364526113397815,65.55491957111784
64.6456453876244,28.63456138570047,49.36729925711532,69.35316155056347
71.31061404947422,33.56725361951296,47.76301638784857,71.20558237399312
60.93525974008269,33.656120623340975,39.19196249225685,69.52163536884903
81.15555406775404,42.73392241452812,40.86699980208848,68.83518234887134
83.58823140592314,37.03648280854262,46.64002328124221,68.38139971544061
74.35871457907574,33.34726142921181,43.531409367391824,69.3891849147948
74.28941525171045,34.21003005465121,45.218580545086205,69.24135174820827
73.95636200423785,35.74788164931457,46.09789782218194,66.9016955140818
65.91537805491743,34.105806170108266,41.09285121387523,66.60788540318326
78.02628616767032,35.868965648208906,41.620404181442666,65.17485646075798
76.17308960645494,37.591897933355384,44.1434247733986,67.24753055816586
79.05245058524162,33.13330564906456,46.123563525170375,67.97213381268617
74.43211897899366,26.672626883303,46.84624732791318,67.02788517696267
66.52611929468758,35.706033337716825,40.980847173694514,69.05454697261442
67.26452069912465,36.82964021336561,40.209193925031,74.95818138554556
69.21139253173476,30.519456208952707,47.34645864600112,65.88823136061491
76.45318443173537,35.22088353691259,46.64611631789332,71.06202952959552
59.40185843637554,34.777079705598936,41.37616107006603,66.1043142957033
81.33740479521596,32.678966283460575,42.98621636325299,69.72866019579577
69.00592457081265,33.51985796369728,43.54039244055523,71.70261544690459
81.95364565322963,27.13846052504289,49.857725193703956,68.02365417305428
78.53160872543324,37.34153517347203,45.64778847326809,76.46795719812131
71.23040967900674,36.40215903529441,46.876285624637134,73.76210829030268
79.35031234525505,38.66236944857312,43.68863464016709,77.74866822270755
65.05852021023487,33.23841145604479,40.390721570845415,66.45182189092635
74.80329324926419,33.46343676724963,41.72373946128003,80.06467846483397
76.37300105568698,43.49420835585437,41.357232046185985,72.4598934990638
75.55520215587704,31.681163043566468,44.745467746696114,78.75649979238418
78.60959350637741,32.78695340655374,44.50227892297463,67.08465919169159
78.15428321150975,27.081705645491954,47.56927547108179,79.17407506732695
61.077804433249035,32.321796686170664,44.48697497538138,74.54730185537284
72.7493747855518,33.54680458020179,40.45155265335315,64.82326609677325
77.51208848011342,28.235389271463077,48.237012448335655,71.32247703677402
64.74420062081089,35.13398473590925,38.4262043164612,70.75080987831393
74.75990692191712,34.201896204231865,49.29843477340938,71.69839552601934
77.50681646694963,34.75954906415959,44.66153140147302,67.69742330851513
84.16776990731229,36.2299790595868,43.423822472719316,64.58912751500009
73.3985753341385,35.09106968008513,42.810655897431445,63.82637345720859
65.37410028163322,34.650274850902896,44.95025352820534,64.41456956564099
75.93184636856166,34.12857791816585,39.19214833791043,70.64631798510639
76.0954881452787,34.03191618773979,43.59967594138446,67.86829796661279
68.86441593399299,40.14611270540397,40.14065338210597,63.048820860191945
72.43459814873061,35.25034688396387,44.564192519453,75.64849169908322
63.73790981558614,41.31687079904418,44.4416795792166,72.8624210487641
74.8638533130555,39.22388161906969,39.34182043435111,70.21971645218677
71.30872503954075,30.910049234189664,45.521486684564074,63.24965068278152
75.16078401669955,31.787073360550032,45.09896148306118,61.933284897876426
82.8959784335657,28.947285830199423,52.50066582032893,71.61553938043403
68.37483742881739,32.26229519877711,46.13177521263031,65.40589555522607
64.9537913524637,38.111266742437294,48.23813818686105,66.70029571305638
65.02957316126853,41.71006401580646,41.856446908703845,65.1686842367992
77.37304704381442,44.687863129762846,43.4814062923254,64.42420026981917
67.10209569494914,34.103753906846386,49.081188868472886,70.53460209687641
76.06357106539842,32.04191338826988,47.509002185841396,71.91680630459817
68.78500268133419,25.916515696935825,41.57622136898988,70.37904249298144
80.34767633890475,39.9817066012419,43.58241193343797,72.0980839242437
80.74090825841186,41.9199064613224,45.17760937232638,70.8242028202212
81.25963439174278,42.45320249294886,42.478065576406266,68.16854610451054
79.37687062701163,33.5424632726459,45.06523342627145,80.54399901080436
76.36731558276499,39.07812147794123,45.623925187571096,78.00217479623642
74.30800027094064,31.327225763566283,46.73846084441785,75.35391526028526
68.76443892551352,29.986200538572895,44.64727235435788,76.00440785455274
51.06680521984652,28.20806245228671,39.64531137384933,64.06257922759657
72.86411341069143,29.570220419656412,44.315209755235365,70.25323845825717
80.73398010934324,38.955156553712285,39.0325955783178,70.48249981552543
60.46221871334383,31.597526174248394,47.374459347087516,72.12719161730973
